Tweet,Lemmatized_Tokens
κι από εδώ προσέξτε μην εξαναγκαστεί κανείς πολίτης σε μετανάστευση και γίνει δεκτός από καμία άλλη χώρα ως πολιτικός πρόσφυγας,"['εδώ', 'προσέξτε', 'εξαναγκαστώ', 'πολίτης', 'μετανάστευση', 'γίνω', 'δεκτό', 'καμία', 'χώρα', 'πολιτικός', 'πρόσφυγας']"
@Auslaender @nikosarantakos Άλλο πρόσφυγας και άλλο παιδο-κωλομπαράς... Σου διέφυγε πιστεύω. Στη μία περίπτωση μιλάμε για ανθρωπιά (και αντιδρούμε δεόντως ευρισκόμενοι απέναντι) και στην άλλη για...παλιανθρωπιά. Τώρα αν εσύ τον εμπιστεύεσαι και τον θεωρείς αθώο η παραίνεσή μου ισχύει..,"['άλλο', 'πρόσφυγας', 'άλλο', 'παιδοκωλομπαρά', 'διέφυγε', 'πιστεύω', 'μία', 'περίπτωση', 'μιλώ', 'ανθρωπιά', 'αντιδρούμε', 'δεόντως', 'ευρισκόμενοι', 'άλλη', 'γιαπαλιανθρωπί', 'τον', 'εμπιστεύεσαι', 'και', 'τον', 'θεωρείς', 'αθώος', 'παραίνεσή', 'ισχύω']"
"@NIKSOTIROPOYLOS Πάντως η ΝΔ πρέπει να αλλάξει τον ""ρατσιστικό"" νόμο διότι έχει καταντήσει ένας φασιστικός νόμος για να μηνύεσαι αν πεις π.χ. Αφγανός και δεν πεις ""ευαίσθητος πρόσφυγας χρήζων βοηθείας"".","['νδ', 'αλλάξω', 'ρατσιστικό', 'νόμο', 'διότι', 'καταντήσω', 'φασιστικός', 'νόμος', 'μηνύεσαι', 'πει', 'αφγανός', 'δεν', 'πω', 'ευαίσθητος', 'πρόσφυγας', 'χρήζο', 'βοηθεία']"
Γι'αυτό σας ψηφίσαμε. Αλλάξτε τους απαίσιους νόμους.,"['γιαυτό', 'ψηφίσαμε', 'Αλλάξτε', 'απαίσιους', 'νόμου']"
'Flame': Νεαρή πρόσφυγας δημιουργεί τη δική της κολεξιόν ρούχων - Στηρίζουμε την καμπάνια crowdfunding εδώ!,"['νεαρός', 'πρόσφυγας', 'δημιουργώ', 'δικός', 'κολεξιόν', 'ρούχο', 'στηρίζω', 'καμπάνια', 'Φλόγα']"
Ανήλικος «πρόσφυγας»: - «Θα σε σκοτώσω αν δεν είσαι μουσουλμάνος» (βίντεο) -,"['ανήλικος', 'πρόσφυγας', 'σκοτώσω', 'δεν', 'μουσουλμάνος', 'βίντεο']"
Τα βήματα της ζωής μου αφήνουν ίχνη πάνω στα χωματένια σύνορα της χώρας του εφικτού με τη χώρα μου.,"['βήματας', 'ζωή', 'αφήνω', 'ίχνη', 'στα', 'χωματένι', 'σύνορος', 'χώρα', 'εφικτός', 'χώρα']"
Πρόσφυγας και στις δύο χώρες.,"['πρόσφυγας', 'στις', 'δύο', 'χώρα']"
"""Ταλαίπωρος πρόσφυγας"" πρώην μαχητής του ISIS έρχεται αντιμέτωπος με την Γιαζίντι που είχε αρπάξει ως σκλάβα για να βιάζει και βασανίζει από την ηλικία των 14 ετών. Δεν πρόλαβε να μπει σε βάρκα να έρθει εδώ να αγκαλιάσουν οι αριστεροί την διαφορετικότητά του. #μεταναστευτικο","['ταλαίπωρος', 'πρόσφυγας', 'πρώην', 'μαχητής', 'έρχομαι', 'αντιμέτωπο', 'γιαζίντι', 'έχω', 'αρπάξω', 'σκλάβα', 'βιάζω', 'βασανίζω', 'την', 'ηλικίος', 'ετά', 'πρόλαβε', 'μπω', 'βάρκα', 'έρθω', 'αγκαλιάσω', 'αριστεροί', 'την', 'διαφορετικότητά', 'μεταναστευτικο', 'ίσης', 'δεκατέσσερα']"
"@fotjou @Christalakia Μόλις αυτός ο παραστρατημένος πρόσφυγας εισέλθει στα ελληνικά χωρικά ύδατα και τον υποδεχθούν με ένα πανό τα συντρόφια, αμέσως θα μετανοήσει και θα ενσωματωθεί.","['μόλις', 'παραστρατημένος', 'πρόσφυγας', 'εισέλθω', 'ελληνικά', 'χωρικά', 'ύδατας', 'τον', 'υποδεχθώ', 'ένα', 'πανό', 'συντρόφι', 'μετανοήσω', 'ενσωματωθώ']"
"@fraulitsa_lol Την απάντηση που θα έδινε ο πρόσφυγας παππούς μου στα Τούρκικα. Ίδια δηλαδή με την απάντηση που έδωσες εσύ, και πολύ καλά τους έκανες.","['την', 'απάντηση', 'έδινε', 'πρόσφυγας', 'παππούς', 'στα', 'τούρκικο', 'δηλαδή', 'την', 'απάντηση', 'έδωσα', 'και', 'καλά', 'έκανε']"
"@serkot65 @Kapoiosmpla Ελα μωρε, λεπτομερειες. Οσο εχει δουλεψει και ο Κουλης ο πολιτικος προσφυγας.","['ελα', 'μωρε', 'λεπτομερεια', 'οσο', 'εχω', 'δουλεψω', 'κουλη', 'πολιτικος', 'προσφυγα']"
@StraydogGreece @ManolisAst @CorneliusLevi Περισσότερες πιθανότητες να κοροϊδέψεις την υπηρεσία ασύλου ότι είσαι πρόσφυγας είναι να δηλώσεις ότι ήσουν κάτοικος Συρίας και εκδιώχθηκες λόγω πολέμου.,"['περισσότερες', 'πιθανότητες', 'κοροϊδέψεις', 'υπηρεσία', 'ασύλο', 'είσαι', 'πρόσφυγας', 'δηλώσει', 'είμαι', 'κάτοικος', 'Συρίας', 'εκδιώχθηκες', 'πολέμο']"
"Αντί να ξεπερνάμε τα ταμπού του συντηρητικού νοικοκυραίου και της ακροδεξιας καφρίλας, επαναφέραμε ως κυβέρνηση, τα κόμπλεξ της χούντας και του μετεμφυλιακού κράτους.","['ξεπερνώ', 'ταμπού', 'συντηρητικός', 'νοικοκυραίο', 'ακροδεξια', 'καφρίλας', 'επαναφέραμε', 'κυβέρνηση', 'κόμπλεξ', 'της', 'χούντα', 'του', 'μετεμφυλιακός', 'κράτου']"
"Σήμερα ο πρόσφυγας, αύριο εσυ. Με μαθηματική ακρίβεια.","['σήμερα', 'πρόσφυγας', 'εσυ', 'μαθηματικός', 'ακρίβεια']"
Έχει χαθεί ο λογαριασμός με τους πρόσφυγες και τους μετανάστες,"['χαθώ', 'λογαριασμό', 'τους', 'πρόσφυγα', 'τους', 'μετανάστα']"
Συνελήφθησαν 2 διακινητές με 32 μη νόμιμους μετανάστες σε Ροδόπη και Έβρο,"['συνελήφθησαν', 'διακινητός', 'νόμιμους', 'μετανάστα', 'ροδόπη', 'Έβρο', 'δύο']"
Είμαι πολύ συγκρατημένος στα θέματα των μεταναστών.,"['πολύ', 'συγκρατημένος', 'θέματας', 'μεταναστά']"
"Μία ανησυχία την έχω δεν λεω, αλλά το ελέγχω.","['ανησυχίας', 'έχω', 'λεω', 'ελέγχω']"
Δεν αντέχω όμως τους αλληλέγγυους τους ψυχοπονιάρηδες και τους ερωτευμένους με τους μετανάστες.,"['αντέχω', 'αλληλέγγυου', 'τους', 'ψυχοπονιάρηδα', 'τους', 'ερωτευμένους', 'τους', 'μετανάστα']"
Ότι μπούρδα έρχεται στο μυαλό τους την πετάνε χωρίς σκέψη στον αέρα.,"['μπούρδα', 'έρχομαι', 'μυαλό', 'την', 'πετάνε', 'σκέψη', 'αέρας']"
"Ξέφραγο αμπέλι - 300 παράνομοι μετανάστες περνούν τον Έβρο καθημερινά με αδιάβροχα!,","['ξέφραγο', 'αμπέλι', 'παράνομος', 'μετανάστα', 'περνώ', 'έβρο', 'καθημερινά', 'αδιάβροχο']"
Μη αναστρέψιμη η κατάσταση: 2.500.000 λιγότεροι Έλληνες το 2050! - Εφιαλτική έρευνα #πρόσφυγες #μεταναστες  #Μετανάστες #λαθρο #μεταναστευτικο #μεταναστευτικό,"['αναστρέψιμη', 'κατάσταση', 'λιγότερος', 'Έλληνες', 'εφιαλτικός', 'έρευνα', 'πρόσφυγα', 'μεταναστε', 'μετανάστα', 'λαθρο', 'μεταναστευτικο', 'μεταναστευτικό', 'five', 'fifty']"
AyfMQEjlX,[]
@stavroforos_ αυτή η φωτο που δείχνει μεταναστες μαλλον στην Τουρκία λιγο πριν τους βαλουν στις βαρκες οι Τούρκοι και οπως φαινετε με παρουσία ενοπλων μαλλον τουρκων στρατιωτών ισχύει ?,"['φωτος', 'δείχνω', 'μεταναστες', 'μαλλον', 'Τουρκία', 'λιγο', 'τους', 'βαλω', 'βαρκε', 'Τούρκοι', 'οπω', 'φαινω', 'παρουσία', 'ενοπλος', 'μαλλον', 'τουρκο', 'στρατιωτά', 'ισχύω']"
"Έστω κι αργά το ΓΕΣ στέλνει στρατιωτικές ενισχύσεις στον Έβρο Η Τουρκία δεν στέλνει μετανάστες μόνο από το Αιγαίο, αλλά και από τον Έβρο.","['αργά', 'γα', 'στέλνω', 'στρατιωτικός', 'ενισχύσει', 'Έβρο', 'Τουρκία', 'στέλνω', 'μετανάστα', 'Αιγαίο', 'και', 'από', 'τον', 'Έβρο']"
"@tolisv @anastassios2401 το ιδιο που κανουν με τους μεταναστες,που τους φερνουν νυχτα κρυφα με τα πουλμαν,χωρις να ενημερωσουν κανεναν,το εφαρμοζουν κ στο 5G!!...αρα,τι περιμεναν","['ιδιο', 'κανω', 'μεταναστεςπο', 'τους', 'φερνω', 'νυχτο', 'κρυφος', 'πουλμανχωρι', 'ενημερωσω', 'κανεναντο', 'εφαρμοζω', 'αρατι', 'περιμεναν', 'four', 'γ', 'πέντε']"
"Kαλα έκανε ο δήμαρχος Μπακογιάννης κ στόλισε έτσι την Αθήνα.Παντού σκοτάδια,μυρωδιά κατρουλιού,μιζέρια.Όποιος θέλει κοσμοπολίτικο γιορτινό περιβάλλον ας πάει Λονδίνο φτηνές πτήσεις. Λονδινάκι για selfies.","['αλα', 'δήμαρχος', 'Μπακογιάννης', 'στόλομαι', 'την', 'αθήναπαντού', 'σκοτάδιαμυρωδί', 'κατρουλιούμιζέριαόποιος', 'θέλω', 'κοσμοπολίτικο', 'γιορτινό', 'περιβάλλον', 'πηγαίνω', 'Λονδίνο', 'φτηνός', 'πτήσει', 'λονδινάκι']"
"Αθήνα, εσωτερικοί μετανάστες που κουβάλησε ο γέρο Καραμανλής από κωλοχώρια.","['Αθήνα', 'εσωτερικός', 'μετανάστα', 'κουβάλησε', 'γέρο', 'καραμανλός', 'κωλοχώριο']"
#Λέρος: Δήμαρχος και κάτοικοι εμπόδισαν την αποβίβαση προσφύγων-μεταναστών,"['λέρος', 'δήμαρχος', 'κάτοικοι', 'εμπόδομαι', 'αποβίβαση', 'προσφύγωνμεταναστά']"
"@papapavl ... και εμένα με ενοχλεί και με προβληματίζει το θέμα με τους μετανάστες, όμως δεν ανέχομαι δημόσια πρόσωπα (όποια και να είναι αυτά τα πρόσωπα) να κάνουν τέτοιες αναίσχυντες αναρτήσεις. θεωρώ, οτι τέτοιες κινήσεις σκοπεύουν αποκλειστικά και μόνο στην άγρα μελλοντικών ψηφοφόρων.","['εμένος', 'ενοχλεί', 'προβληματίζω', 'θέμα', 'τους', 'μετανάστα', 'δεν', 'ανέχομαι', 'δημόσιος', 'πρόσωπο', 'είναι', 'πρόσωπο', 'κάνω', 'αναίσχυντες', 'αναρτήσει', 'θεωρώ', 'οτι', 'κινήσει', 'σκοπεύω', 'αποκλειστικά', 'και', 'μόνο', 'άγρα', 'μελλοντικός', 'ψηφοφόρο']"
Αυτο ηταν το τελος του εθελοντισμού μου σε κάφρους,"['αυτο', 'ηταν', 'τελος', 'εθελοντισμός', 'κάφρου']"
Αυτοί είναι πληρωμένοι δολοφόνοι ισλαμιστές,"['είναι', 'πληρωμένος', 'δολοφόνος', 'ισλαμιστής']"
Το έχετε καταλάβει 4 χρόνια τώρα,"['έχω', 'καταλάβει', 'χρόνια']"
Οταν η Π.Α.Ε ΟΛΥΜΠΙΑΚΟΣ προσεφερε 3.000 μεριδες γευματα  την ημερα στους Μεταναστες τηε Ε 2 ΠΕΙΡΑΙΑ,"['οταν', 'παε', 'ολυμπιακο', 'προσεφερε', 'μεριδες', 'γευματο', 'ημερος', 'μεταναστε', 'τηε', 'πειραιας']"
Για 4 μηνες η Π.Α.Ε εδινε γευματα στους δηθεν μεταναστες.,"['μηνες', 'παε', 'εδινε', 'γευματο', 'δηθεν', 'μεταναστε', 'τέσσερα']"
Ενα ωραιο βραδυ μας πηραν με τις πετρες.,"['ενα', 'ωραιο', 'βραδυ', 'πηραν', 'τις', 'πετρα']"
Αυτοι .....που εμεις προσεχαμε τους ιδιους και τα παιδια τους.,"['αυτος', 'εμει', 'προσεχαμε', 'ιδιους', 'παιδι']"
Μυτιλήνη: Νεκρή 27χρονη πρόσφυγας από φωτιά σε κοντέινερ στον καταυλισμό του Καρά Τεπέ,"['μυτιλήνη', 'Νεκρή', 'χρονη', 'πρόσφυγας', 'φωτιά', 'κοντέινερ', 'καταυλισμό', 'καρά', 'τεπέ']"
Μυτιλήνη: Νεκρή πρόσφυγας από φωτιά σε κοντέινερ,"['μυτιλήνη', 'νεκρός', 'πρόσφυγας', 'φωτιά', 'κοντέινερ']"
"Ο πατέρας πρόλαβε να βγάλει τα παιδιά τους, ανάμεσά τους κι ένα νεογέννητο, αλλά όχι τη γυναίκα του","['πατέρας', 'πρόλαβε', 'βγάλω', 'παιδί', 'ανάμεσά', 'νεογέννητο', 'όχι', 'γυναίκα']"
Εικοσιεπτάχρονη πρόσφυγας από το Αφγανιστάν είναι η γυναίκα που βρήκε τραγικό θάνατο τη νύχτα...,"['εικοσιεπτάχρονη', 'πρόσφυγας', 'αφγανιστάν', 'γυναίκα', 'βρήκε', 'τραγικό', 'θάνατο', 'νύχτα']"
ΥΠΟΥΡΓΟΣ ΠΡΟ-ΠΟ ΠΡΟΣ ΚΟΜΙΣΙΟΝ: ΜΗΝ ΠΙΣΤΕΥΕΤΕ ΣΤΑ ΠΑΡΑΜΥΘΙΑ ΠΟΥ ΛΕΜΕ ΟΤΙ ΘΑ ΚΛΕΙΣΟΥΝ ΤΑ ΥΦΙΣΤΑΜΕΝΑ HOTSPOTS ΣΤΑ ΝΗΣΙΑ. ΘΑ ΛΕΙΤΟΥΡΓΟΥΝ ΠΑΡΑΛΛΗΛΑ ΜΕ ΤΑ ΚΑΙΝΟΥΡΓΙΑ!,"['υπουργο', 'προπο', 'κομισιον', 'πιστευετε', 'παραμυθιας', 'λεμε', 'οτι', 'κλεισουν', 'υφισταμενο', 'νησιο', 'λειτουργουν', 'παραλληλας', 'καινουργιας']"
"Κατά το πρώτο 3μερο του Δεκεμβρίου εντοπίστηκαν συνολικά 14 λέμβοι, οι οποίες αποβίβασαν 501 λαθρομετανάστες.","['μερος', 'Δεκεμβρίου', 'εντοπίστηκαν', 'συνολικά', 'λέμβοι', 'οποίες', 'αποβίβασαν', 'λαθρομετανάστε', 'and']"
"177 στη Λέσβο,121 στη Χίο και στις Οινούσσες. Οι λοιποί σε άλλα νησιά του ΒΑ και Ανατολικού Αιγαίου.","['λέσβο', 'χίο', 'στις', 'οινούσσα', 'λοιποί', 'άλλα', 'νησί', 'ανατολικός', 'Αιγαίου', 'twentyone']"
Απίστευτη δήλωση του Υπουργού Εθνικής Άμυνας…το πρόβλημα δεν είναι φοβερό…ε τότε γιατί όλη αυτή η φασαρία;,"['απίστευτη', 'δήλωση', 'υπουργός', 'εθνικός', 'άμυνα', '…', 'το', 'πρόβλημα', 'είναι', 'φοβερό', '…', 'ε', 'γιατί', 'αυτή', 'φασαρία']"
"Δεν είναι φοβερό να σου εξαφανίζουν ελληνικά νησιά; «Διαπιστώσαμε και συμφωνήσαμε ότι ‘το πρόβλημα δεν είναι φοβερό’, ‘","['είναι', 'φοβερό', 'σου', 'εξαφανίζω', 'ελληνικά', 'νησί', 'διαπιστώσαμε', 'συμφωνήσαμε', ""'"", 'το', 'πρόβλημα', 'είναι', 'φοβερό', '’']"
@bankingnewsgr απίστευτο!!! δεν θα καταστραφεί η βρετανική οικονομία? δεν θα βυθιστούν τα βρετανικά νησιά? δεν θα παγώσει η Μάγχη??,"['απίστευτος', 'καταστραφεί', 'βρετανικός', 'οικονομία', 'βυθιστώ', 'βρετανικά', 'νησί', 'παγώσω', 'μάγχη']"
ΑΥΤΟΙ ΕΡΧΟΝΤΑΙ στην ΕΛΛΑΔΑ :,"['αυτοι', 'ερχονται', 'ελλαδο']"
ΕΙΝΑΙ ΠΟΛΥΠΟΛΙΤΙΣΜΙΚΟΤΗΤΑ του κουλη !,"['ειναι', 'πολυπολιτισμικοτηα', 'κουλη']"
"Στα ακατοίκητα νησιά ,ΤΩΡΑ !","['ακατοίκητος', 'νησί', 'τωρο']"
Μη αναστρέψιμη η κατάσταση: 2.500.000 λιγότεροι Έλληνες το 2050! - Εφιαλτική έρευνα #Ελλάδα #λαθρομεταναστες #ανηλικα #Αιγαιο #νησιά #Χίος #Λέσβος #Μυτιλήνη,"['αναστρέψιμη', 'κατάσταση', 'λιγότερος', 'Έλληνες', 'εφιαλτικός', 'έρευνα', 'Ελλάδα', 'λαθρομεταναστε', 'ανηλικας', 'Αιγαιο', 'νησί', 'Χίος', 'Λέσβος', 'Μυτιλήνη', 'five', 'fifty']"
"Βγηκε δηλαδή φυσιογνωμιστης στην τβ κ είπε ότι ο κύριος  Μητσοτάκης είναι ευφυής κ αποφασιστικός που αν έδειχνες μια φώτο του από τα νησιά του Πάσχα μέχρι τη Γροιλανδία θα σου λέγαν ""Για ψιλομαλάκα τον κόβω""","['βγηκε', 'φυσιογνωμιστη', 'λέω', 'κύριος', 'μητσοτάκη', 'ευφυή', 'κ', 'αποφασιστικός', 'έδειχνες', 'φώτο', 'από', 'νησί', 'πάσχας', 'Γροιλανδία', 'σου', 'λέγαν', 'ψιλομαλάκας', 'κόβω']"
"Να δώσουμε στους Τούρκους λίγο Αιγαίο, λίγα νησιά και πολύ κώλο...","['δώσω', 'Τούρκους', 'Αιγαίο', 'λίγος', 'νησί', 'πολύ', 'κώλο']"
«Είστε πολίτες! Υπεύθυνοι για το κάθε τι που συμβαίνει στην κοινωνία στην οποία ζείτε.   Εξασφαλίστε στα παιδιά σας και στα προσφυγόπουλα ένα μέλλον το οποίο θα είναι σταθερό»,"['πολίτε', 'υπεύθυνοι', 'συμβαίνει', 'κοινωνία', 'οποία', 'ζείτε', 'εξασφαλίστε', 'παιδί', 'και', 'προσφυγόπουλα', 'μέλλον', 'οποίο', 'είναι', 'σταθερό']"
Στο 5ο Δημοτικό Σχολείο και σε νηπιαγωγείο φοιτούν 36 προσφυγόπουλα στον Βόλο,"['δημοτικό', 'σχολείο', 'νηπιαγωγείο', 'φοιτώ', 'προσφυγόπουλα', 'βόλο']"
300 #προσφυγόπουλα θα φιλοξενηθούν στις παιδικές κατασκηνώσεις του Αγίου Ανδρέα του Δήμου Αθηναίων,"['προσφυγόπουλα', 'φιλοξενηθώ', 'παιδικός', 'κατασκηνώσει', 'αγίος', 'ανδρέο', 'δήμος', 'Αθηναίων']"
“Ασυνόδευτα προσφυγόπουλα” ρημάζουν τη Μυτιλήνη,"['""', 'Ασυνόδευτα', 'προσφυγόπουλα', '""', 'ρημάζω', 'Μυτιλήνη']"
μέσω @ethnikisinidisi #λαθρομεταναστες #ΝΔ_ξεφτιλες #ΝΔ_θελατε #νδ_no_borders #ΝΔ_Προδότες,"['λαθρομεταναστε', 'νδξεφτιλες', 'νδθεζω', 'νδno', 'νδπροδότες', 'σύνορο']"
Το ΒΙΝΤΕΟ από τα Ιωάννινα που πρέπει να προβάλλεται σε γιγαντοθόνη στα σύνορα της χώρας,"['βιντεο', 'Ιωάννινα', 'πρέπει', 'προβάλλομαι', 'γιγαντοθόνη', 'σύνορος', 'χώρα']"
"Η "" προσφυγοπουλα "" με βάψιμο ασορτί με μαντίλα έχει θράσος να διαμαρτυρηθεί για τα πάντα","['προσφυγοπουλα', 'βάψιμο', 'ασορτί', 'μαντίλος', 'θράσος', 'διαμαρτυρηθώ']"
Αφού δεν σ αρέσει κυρά μου άντε πίσω στην Πατρίδα σου,"['δεν', 'αρέσω', 'κυρά', 'άντε', 'στην', 'πατρίδο']"
Η ένταξη των προσφυγόπουλων στο σχολείο είναι από τα καλύτερα παραδείγματα για να κατανοήσουμε τη σημασία των δράσεων που εξανθρώπιζαν τις συνθήκες διαβίωσης των προσφύγων εξομαλύνοντας τις κοινωνικές εντάσεις #προσφυγες #προσφυγοπουλα,"['ένταξη', 'προσφυγόπουλος', 'σχολείο', 'από', 'καλύτερος', 'παραδείγμαα', 'κατανοήσω', 'σημασία', 'δράσεα', 'εξανθρώπιζαν', 'συνθήκα', 'διαβίωση', 'προσφύγο', 'εξομαλύνω', 'κοινωνικός', 'εντάσει', 'προσφυγε', 'προσφυγοπουλα']"
Προσφυγόπουλα έρχονται στην Καλαμάτα @tharrosnews,"['Προσφυγόπουλα', 'έρχομαι', 'Καλαμάτα']"
Νεαρή προσφυγοπούλα κάηκε ζωντανή σε προσφυγικό καταυλισμό αφήνοντας ορφανά ένα βρέφος και δυο μικρά παιδάκια,"['νεαρός', 'προσφυγοπούλα', 'κάηκε', 'ζωντανός', 'προσφυγικό', 'καταυλισμό', 'αφήνω', 'ορφανά', 'βρέφος', 'δυο', 'μικρά', 'παιδάκι']"
Έρμαια της σεξουαλικής εκμετάλλευσης τα ανήλικα προσφυγόπουλα...,"['έρμαια', 'σεξουαλικός', 'εκμετάλλευση', 'ανήλικο', 'προσφυγόπουλα']"
via @ParagonPostGr,['μέσω']
Έκθεση: Ευάλωτοι στη σεξουαλική κακοποίηση ανήλικοι και ασυνόδευτα προσφυγόπουλα,"['έκθεση', 'ευάλωτος', 'σεξουαλικός', 'κακοποίηση', 'ανήλικος', 'ασυνόδευτα', 'προσφυγόπουλα']"
Μιλώντας για την ΜΑΦΙΑ ΠΟΥ ΕΧΕΙ ΣΤΗΣΕΙ ΦΑΜΠΡΙΚΑ ΠΑΡΑΓΩΓΗΣ ΑΔΥΝΑΜΩΝ /ΕΥΑΛΩΤΩΝ ο παράνομος μετανάστης λέει:,"['μιλώντας', 'την', 'ΜΑΦΙΑ', 'εχει', 'στησει', 'φαμπρικας', 'παραγωγη', 'αδυναμα', 'ευαλωτος', 'παράνομος', 'μετανάστης', 'λέω']"
"""Η υπηρεσία ασύλου γνωρίζει αλλά αδιαφορεί""","['υπηρεσία', 'ασύλο', 'γνωρίζω', 'αδιαφορώ']"
"Αν αδιαφορεί για κάτι τέτοιο είναι μέρος του ""τέτοιου""","['αδιαφορώ', 'κάτι', 'είναι', 'μέρος', 'τέτοιου']"
"Μετανάστης για πλαστές ιατρικές βεβαιώσεις: Η μαφία βρίσκεται στην Αθήνα, έως 3.000 ευρώ η ταρίφα - dete -","['μετανάστης', 'πλαστέ', 'ιατρικός', 'βεβαιώσει', 'μαφία', 'βρίσκομαι', 'Αθήνα', 'ευρώ', 'ταρίφα']"
i4EiJ8sMw,['οκτώ']
Την δυνατότητα να ψηφίζει από το σαλόνι του σπιτιού του με επιστολική ψήφο κ να βγάζει κυβερνήσεις εδώ.,"['δυνατότητα', 'ψηφίζω', 'σαλόνι', 'σπιτί', 'επιστολικός', 'ψήφο', 'βγάζω', 'κυβερνήσει']"
"Έλληνας μετανάστης που δεν τον αγγίζει, όπως είπε, τι συμβαίνει με την Τουρκία κ να τα βγάλουμε πέρα μόνοι μας..με τον Κούλη κ τον Αλέξη.","['έλληνας', 'μετανάστης', 'δεν', 'αγγίζω', 'λέω', 'συμβαίνει', 'την', 'Τουρκία', 'τα', 'βγάλω', 'μόνος', 'μαςμε', 'Κούλη', 'αλέξη']"
"Έλλην μετανάστης  έστειλε μήνυμα στην  Λιάνα  #Κανέλλη  λέγοντας πάνω κάτω πως η πατρίδα τον έστειλε στα ξένα,κι όλα όσα γίνονται εδώ δεν τον  αγγίζουν κι ούτε μπορεί να κάνει κάτι, κι αφού βγάλαμε τον ""Κούλη"" Αρχηγό κ τον ""Αλέξη"" Υπαρχηγό, να τα βγάλουμε πέρα  μόνοι μας #Realfm","['έλλην', 'μετανάστης', 'στέλνω', 'μήνυμο', 'λιάνος', 'κανέλλη', 'λέγω', 'κάτω', 'πατρίδο', 'στέλνω', 'ξένακι', 'όσα', 'γίνομαι', 'δεν', 'αγγίζω', 'μπορώ', 'κάνω', 'βγάζω', 'Κούλη', 'αρχηγό', 'αλέξη', 'υπαρχηγό', 'βγάλω', 'μόνος']"
"@adorodokitos @margkor1 Αν τον ειχε δολοφονησει μεταναστης, θα τον ειχες ξεχασει.","['ειχε', 'δολοφονησω', 'μεταναστης', 'τον', 'ειχα', 'ξεχασω']"
Πες μου εναν απο τους αστυνομικους που δολοδονησε η αριστερα (hint: 24 ανθρωποι),"['πες', 'εναν', 'απο', 'αστυνομικου', 'δολοδονησε', 'αριστερα', 'ανθρωπος', 'ίχνος']"
"Αν τον Γρηγοροπουλο τον δολοφονουσε μεταναστης, η αριστερα θα τον ειχε ηδη ξεχασει.","['γρηγοροπουλο', 'τον', 'δολοφονουσε', 'μεταναστη', 'αριστερα', 'τον', 'ειχε', 'ηδη', 'ξεχασω']"
Απλα τωρα βολευει το αφηγημα:,"['απλο', 'τωρο', 'βολευει', 'αφηγημας']"
"""Ενας αριστερος ανηλικος στα Εξαρχεια απο εναν μπατσο"".","['ενας', 'αριστερο', 'ανηλικο', 'εξαρχειο', 'απο', 'εναν', 'μπατσο']"
"@9TGX1iBmJReDNxr Αν τον σκοτωνε μεταναστης, λοιπον, μουγκα..","['σκοτωνε', 'μεταναστης', 'λοιπον', 'μουγκο']"
Ούτε ένα σωστό οτοκορέκτ δεν μπορούν να φτιάξουν τα ζώα!,"['ένα', 'σωστό', 'οτοκορέκτ', 'μπορώ', 'φτιάξω', 'ζώα']"
"Να γραφείς δηλαδή ""λαθρομετανάστης"" και να σου βγάζει αυτόματα: παράτυπος μετανάστης κατατρεγμένος ανήλικος 28 ετών χωρίς στον ήλιο μοίρα με αηφόν με 5.000€ για τον τράφικερ και συνεχή στύση...","['γραφείς', 'λαθρομετανάστης', 'βγάζω', 'αυτόματα', 'παράτυπος', 'μετανάστης', 'κατατρεγμένος', 'ανήλικος', 'ετά', 'στον', 'ήλιος', 'μοίρα', 'αηφόν', 'τον', 'τράφικερ', 'συνεχός', 'στύση']"
@AVargasHeredia Κι έβαλαν... ακροδεξιά φίλτρα μη τυχόν και πάρει κανείς μετανάστης...,"['έβαλαν', 'ακροδεξιά', 'φίλτρο', 'τυχόν', 'πάρω', 'μετανάστης']"
"@Crocodi01891627 Υπάρχει και η ""διεθνιστική"" παράμετρος που τους ενώνει. Για τους Μωαμεθανούς δεν υπάρχουν πατρίδες. Μόνο δυο: το Σπίτι του Ισλάμ και το Σπίτι του Πολέμου. Εξ ου η ""κινητικότητα"" είναι σήμα κατατεθέν τους. Πρώτος μετανάστης στην ιστορία του Ισλάμ ήταν ο ίδιος ο Μωάμεθ.","['υπάρχω', 'διεθνιστικός', 'παράμετρο', 'ενώνω', 'τους', 'Μωαμεθανούς', 'υπάρχω', 'πατρίδα', 'δυο', 'σπίτι', 'ισλάμ', 'σπίτι', 'πολέμο', 'η', 'κινητικότητα', 'σήμα', 'κατατεθέν', 'τους', 'πρώτος', 'μετανάστης', 'ιστορία', 'ισλάμ', 'ο', 'μωάμεθ', 'eight', 'thousand']"
"Επίθεση Ν.Μπακογιάννη σε Α.Σαμαρά: «Οι Πρέσπες δεν αλλάζουν! - “Τι μετανάστης, τι λαθρομετανάστης” οι λέξεις αλλάζουν»!","['επίθεση', 'ΝΜπακογιάννη', 'ασαμαρά', 'πρέσπε', 'αλλάζω', '""', 'τι', 'μετανάστης', 'λαθρομετανάστης', '""', 'λέξει', 'αλλάζω']"
