Tweet,Lemmatized_Tokens
@GeorghyZhukov Μην τον παρεξηγείται αδικα τον ανθρωπο πηρε τρια καρότσια δωρεαν για τους μετανάστες!,"['παρεξηγείται', 'αδικο', 'τον', 'ανθρωπο', 'πηρε', 'τρι', 'καρότσι', 'δωρεαν', 'τους', 'μετανάστα']"
"Να θυμήσουμε στο σερίφη δήμαρχο ότι, δεν είναι οι προσφυγες και οι μετανάστες υπεύθυνοι για την εξάπλωση του #κορωνοϊός Ας ρωτήσει τη Σκορδά, τη Μπόμπα, το Μαρινάκη, τον Τανιμανίδη. Και επίσης να ρωτήσουμε, υπάρχει εισαγγελέας στη χώρα; #κυβερνηση_τσιρκο","['θυμήσω', 'σερίφη', 'δήμαρχο', 'δεν', 'προσφυγες', 'μετανάστα', 'υπεύθυνοι', 'την', 'εξάπλωση', 'κορωνοϊός', 'ρωτήσω', 'σκορδά', 'μπόμπα', 'μαρινάκη', 'Τανιμανίδη', 'επίσης', 'ρωτήσω', 'υπάρχω', 'εισαγγελέας', 'χώρα', 'κυβερνησητσιρκο']"
Αλητεία KATA της Ελλάδας από την MKO Human Rights Watch: «Ληστεύετε και βιaζετε τους πρόσφυγες στον EBPO»,"['αλητεία', 'Ελλάδας', 'την', 'ληστεύω', 'βιa', 'ζω', 'πρόσφυγα']"
"Δηλαδή η Κατερίνα με το τατουάζ Μολών Λαβέ, θα παει να σερβίρει πρόσφυγες απόψε ?? #MasterChefGR","['κατερίνας', 'τατουάζ', 'μολά', 'λαβέ', 'παει', 'σερβίρω', 'πρόσφυγα']"
Μηταράκης για πρόσφυγες στην Τζια: «Θα μείνουν για ασφάλεια 15 μέρες»! Σε απόγνωση οι κάτοικοι,"['μηταράκη', 'πρόσφυγα', 'τζιας', 'μείνω', 'ασφάλεια', 'μέρα', 'απόγνωση', 'κάτοικοι']"
"Αρχίσανε τα όργανα... ο Δήμαρχος της Κω πρωτοστάτης σε ρόλο σερίφη, ενάντια στους πιο αδύναμους, τους πρόσφυγες φυσικά","['αρχίσανε', 'όργανο', 'δήμαρχος', 'πρωτοστάτης', 'ρόλο', 'σερίφη', 'ενάντια', 'πιο', 'αδύναμους', 'πρόσφυγα', 'φυσικά']"
"» Με επίκληση λοιπόν στις κρίσιμες στιγμές λόγω κορονοϊού, ο δήμαρχος παίρνει, λέει, πρωτοβουλία για να περιορίσει την ελεύθερη κυκλοφο…","['επίκληση', 'στι', 'κρίσιμες', 'στιγμή', 'κορονοϊός', 'δήμαρχος', 'παίρνω', 'λέω', 'πρωτοβουλία', 'περιορίσω', 'ελεύθερη', 'κυκλοφο', '…']"
"@amenalien ε, δεν πέθαναν &amp; πρόσφυγες στον Έβρο έχει συσσωρευτεί ο εκνευρισμός","['πέθαναν', 'πρόσφυγα', 'έβρο', 'συσσωρευτώ', 'εκνευρισμός']"
"Κάθε φορά που σκοτώνεται ένας Παλαιστίνιος, βλέπουμε φωτό με γονείς, οικογένεια, συγγενείς κλπ. Μόνο οι ""πρόσφυγες"" που ισχυρίζεται ο Ερντογάν ότι σκοτώθηκαν στα σύνορα δεν φάνηκαν πουθενά.","['φορά', 'σκοτώνομαι', 'παλαιστίνιος', 'βλέπω', 'φωτό', 'γονείς', 'οικογένεια', 'συγγενείς', 'μόνο', 'πρόσφυγα', 'ισχυρίζομαι', 'ερντογάν', 'σκοτώθηκαν', 'σύνορο', 'φάνηκαν']"
"Κ. @LelaAth , @eva_delta89 και λοιπές τουιτερούδες,γαμώ το Χριστό σας κ τη Μπαναγία σας, μην ανεβάζετε fake news με φωτογραφίες από νεκρούς πρόσφυγες στη Λαμπεντούσα το 2013!!","['και', 'λοιπός', 'τουιτερούδεςγαμώ', 'χριστό', 'μπαναγίο', 'μην', 'ανεβάζω', 'φωτογραφίες', 'νεκρούς', 'πρόσφυγα', 'Λαμπεντούσα', 'thousand']"
"Εκτός απ’τον πανικό που σπέρνετε χωρίς λόγο, είναι ανήθικο κ προσβλητικό για τους νεκρούς.","['απ’τον', 'πανικό', 'σπέρνω', 'λόγο', 'ανήθικο', 'προσβλητικό', 'τους', 'νεκρού']"
"@EllNikos τους ενόχλησαν οι καταλήψεις σε άδεια και ερειπωμένα κτίρια που έμεναν πρόσφυγες και τις άδειαζαν, περιμένεις να μισθώσουν ξενοδοχεία για να μείνουν οι πλεμπαίοι;😂😂😂😂😂😂😂😂😂😂😂","['ενόχλησαν', 'καταλήψει', 'άδεια', 'ερειπωμένος', 'κτίριο', 'έμεναν', 'πρόσφυγα', 'τις', 'άδειαζαν', 'περιμένει', 'μισθώσω', 'ξενοδοχείο', 'μείνω', 'πλεμπαίοιface', 'of', 'of', 'face', 'of']"
ΤΩΡΑ: Στις Καστανιές ατμόσφαιρα χημικών. Περίμεναν να φυσήξει ανατολικός και να τα φέρνει όλα μεσα. Ομαδική απόπειρα από το δάσος των Καστανιών να περάσουν μετανάστες πρόσφυγες στην Ελλάδα.,"['τωρο', 'καστανιός', 'ατμόσφαιρος', 'χημικός', 'περίμεναν', 'φυσήξω', 'ανατολικός', 'φέρνω', 'μεσα', 'ομαδικός', 'απόπειρας', 'δάσος', 'καστανιά', 'περάσω', 'μετανάστα', 'πρόσφυγα', 'Ελλάδα']"
Διευθυντης ειδησεων του τουρκικου καναλιου TRT.,"['διευθυντης', 'ειδησεο', 'τουρκικο', 'καναλιο']"
"Μας χαρακτηριζει εμας και τους Αυστριακους που ηρθαν να βοηθησουν στα συνορα, ""σταυροφορους"".","['χαρακτηριζω', 'εμας', 'τους', 'Αυστριακους', 'ηρθαν', 'βοηθησω', 'συνορος', 'σταυροφορου']"
"Αυτον εμπιστευονται και παιρνουν ειδησεις ο Ραπιδης κλπ ασπονδυλοι, και γραφουν για κατατρεγμενους προσφυγες, κατηγορωντας την κυβερνηση.","['αυτον', 'εμπιστευομαι', 'παιρνω', 'ειδησει', 'Ραπιδης', 'ασπονδυλοι', 'γραφω', 'κατατρεγμενους', 'προσφυγε', 'κατηγορωντας', 'κυβερνηση']"
@madam_shou Εδώ έχει 80 φεύγα εκ κατοίκους κι πάλι δε παίρνει μέτρα. Τους πρόσφυγες θα σκεφτει,"['εδώ', 'φεύγος', 'κατοίκου', 'δε', 'παίρνω', 'μέτρο', 'πρόσφυγα', 'σκεφτει']"
"@Mpriz_Ioannis @Vasia_Greca @lazarosve @kmitsotakis Τα λαθρο-ορκ (δηθεν προσφυγες) στη τεραστια πλειοψηφια τους, τετοια ζωα ειναι","['τα', 'λαθροορκ', 'δηθεν', 'προσφυγε', 'τεραστιος', 'πλειοψηφι', 'τετοια', 'ζωας', 'ειναι']"
Θηριώδη οχήματα στρατιωτικού τύπου από την Αθήνα προς τα σύνορα του Έβρου -,"['θηριώδη', 'οχήματο', 'στρατιωτικός', 'τύπου', 'την', 'Αθήνα', 'σύνορο', 'Έβρου']"
Μην προκαλείς τους Έλληνες – Τεράστια κίνηση στα σύνορα του Έβρου (ΒΙΝΤΕΟ),"['προκαλείς', 'Έλληνες', 'τεράστιος', 'κίνηση', 'σύνορο', 'Έβρου', 'βιντεο']"
κ τώρα να δούμε τον Ερντι να προσπαθεί να μαντρώσει όλους αυτούς τους λαθρομετανάστες που έβγαλε απ τις φυλακές κ ξαμόλυσε στα σύνορα του Έβρου...,"['δούμε', 'ερντι', 'προσπαθώ', 'μαντρώσω', 'αυτούς', 'λαθρομετανάστε', 'βγάλω', 'τις', 'φυλακός', 'ξαμόλυσε', 'σύνορο', 'Έβρου']"
"@s72IL0rVamzkJ3o Δεν έχετε καταλάβει το νόημα. Είμαι χρόνια σε  οργάνωση  - κόμμα. Ζητάνε έξοδο κάθε ακροδεξιός. Η Πολωνία είναι βόρεια χώρα και η Δανία, η Δανία κάνει απελάσεις στην Ελλάδα. Η Νορβηγία το ίδιο.","['έχω', 'καταλάβει', 'νόημα', 'χρόνια', 'οργάνωση', 'κόμμα', 'ζητάνε', 'έξοδο', 'ακροδεξιός', 'πολωνίας', 'βόρειος', 'χώρα', 'Δανία', 'Δανία', 'κάνω', 'απελάσει', 'Ελλάδα', 'Νορβηγία', 'ίδιος']"
Έκλεισαν τα σύνορα του Έβρου με κοινή απόφαση. Στα νησιά όμως? Κάθε μέρα έχετε κόσμο.,"['έκλεομαι', 'σύνορο', 'Έβρου', 'κοινός', 'απόφαση', 'νησί', 'κάθε', 'μέρα', 'κόσμο']"
#IStandWithGreece  #GreeceUnderAttack  #Evros  #μεταναστευτικο  #GreekBorders #Greece,['μεταναστευτικο']
@InfoWar77249544 ΠΙΑ FRΟNTEX ΡΕ ΜΑΓΚΕΣ ?????,"['οntex', 'μαγκα', 'two', 'thousand']"
Ο ΣΤΡΑΤΟΣ ΤΩΝ ΕΛΛΗΝΩΝ ΚΑΙ ΤΩΝ ΚΑΤΟΙΚΩΝ ΤΟΥ ΕΒΡΟΥ ΕΙΝΑΙ ΠΟΥ ΕΧΕΤΕ ΠΡΟΣ ΤΟ ΠΑΡΟΝ ΑΣΦΑΛΕΙΑ ΣΤΗΝ ΕΥΡΩΠΗ !!!,"['στρατος', 'ελληνα', 'των', 'κατοικων', 'εβρο', 'ειναι', 'εχετε', 'παρον', 'ασφαλειο', 'ευρωπη']"
"ΒΟΗΘΗΣΤΕ ΠΡΑΓΜΑΤΙΚΑ ΜΕ ΛΕΦΤΑ ΚΑΙ ΠΡΟΣΩΠΙΚΟ, ΓΙΑΤΙ ΑΝ ΠΕΣΟΥΝ ΤΑ ΣΥΝΟΡΑ ΤΗΣ ΕΛΛΑΔΑΣ...ΘΑ ΣΑΣ ΚΑΨΟΥΝ ΟΛΟΙ ΑΥΤΟΙ ΟΙ ΤΖΙΧΑΝΤΙΣΤΕΣ !!!!!!!🤔😡","['βοηθηστε', 'ΠΡΑΓΜΑΤΙΚΑ', 'λεφτο', 'προσωπικο', 'γιατι', 'πεσουν', 'συνορας', 'ελλαδασθος', 'καψουν', 'ολοι', 'αυτοι', 'τζιχαντιστα']"
"Η καλή είδηση της μέρας,έκλεισαν τα σύνορα με τη Τουρκία στους κήπους του Έβρου.","['καλός', 'είδηση', 'μέραςέκλεομαι', 'σύνορο', 'Τουρκία', 'κήπου', 'Έβρου']"
Ολονύκτιες μάχες στα σύνορα: Η Άγκυρα επιχείρησε εισβολή εκατοντάδων παράνομων μεταναστών στις Καστανιές του Έβρου: Η Άγκυρα επιχείρησε για ακόμα μια φορά με συντονισμένες ενέργειες να «σπάσει» την αμυντική γραμμή των ελληνικών δυνάμεων ασφαλείας στον…,"['ολονύκτιες', 'μάχες', 'σύνορο', 'Άγκυρα', 'επιχείρησε', 'εισβολή', 'εκατοντάδων', 'παράνομα', 'μεταναστός', 'καστανιός', 'Έβρου', 'Άγκυρα', 'επιχείρησε', 'ακόμα', 'φορά', 'συντονισμένες', 'ενέργεια', 'σπάσω', 'αμυντικός', 'γραμμή', 'ελληνικός', 'δυνάμεα', 'ασφαλεία', 'στον', '…']"
@manoliskostidis Ποια χερσαια συνορα εκλεισε??,"['ποια', 'χερσαια', 'συνορας', 'εκλεομαι']"
Εκλεισε και αυτα του Εβρου??😂,"['εκλεομαι', 'αυτα', 'εβρουface']"
Δυσκολο το εργο σου Μανολη..,"['δυσκολος', 'εργο', 'Μανολη']"
Ολονύκτιες μάχες στα σύνορα: Η Άγκυρα επιχείρησε εισβολή εκατοντάδων παράνομων μεταναστών στις Καστανιές του Έβρου - Εθνικός Φάρος,"['ολονύκτιες', 'μάχες', 'σύνορο', 'Άγκυρα', 'επιχείρησε', 'εισβολή', 'εκατοντάδων', 'παράνομα', 'μεταναστός', 'καστανιός', 'Έβρου', 'Εθνικός', 'φάρος']"
